No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
438,TIF,Tiffany & Co.,Services,Jewelry Stores,USA,7479.6,17.26,14.12,1.39,2.02,3.14,21.8,,2.17%,33.58%,3.42,18.59%,14.52%,10.75%,12.40%,7.30%,1.53%,7.64%,126.73,122.37,0.55%,-81.20%,92.07%,3.04%,8.58%,4.17,11.04%,18.88%,12.77%,4.3,1.09,0.22,0.35,58.81%,19.11%,11.88%,-0.27%,7.00%,-3.36%,-7.55%,1.85%,-10.02%,1.8,1.48,1.63%,2.29%,3.14%,7.72%,-6.16%,-3.50%,18.70%,-26.05%,18.70%,59.91,-0.97%,0.25%,2.3,2518.09,0.89,59.02,-0.72%,2246971,8/27/12 8:30
439,TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,33920.69,20.17,16.65,1.5,1.4,10.02,18.88,18.89,1.00%,18.18%,2.27,17.32%,11.34%,18.58%,13.42%,6.28%,24.75%,8.73%,740.95,736.87,0.57%,-4.52%,92.23%,-1.66%,0.66%,0.93,20.58%,53.03%,33.38%,1.66,0.72,0.23,0.23,27.86%,11.49%,7.10%,1.67%,3.81%,13.12%,31.02%,74.53%,43.02%,0.56,0.72,1.30%,1.63%,2.25%,4.42%,20.95%,-0.59%,12.01%,-0.59%,81.78%,61.8,-0.11%,-0.02%,2.2,5231.97,0.64,45.78,-0.13%,3373387,8/14/12 8:30
440,TMK,Torchmark Corp.,Financial,Life Insurance,USA,4832.01,10.09,8.96,1.05,1.4,1.21,68.37,6.07,1.18%,9.90%,5.02,11.27%,8.86%,6.66%,9.65%,-0.26%,4.20%,0.96%,95.4,94.2,1.09%,-0.95%,75.84%,-5.29%,2.24%,2.77,3.06%,13.14%,,,,0.2,0.28,,21.36%,14.79%,0.66%,-0.33%,9.77%,4.58%,44.92%,17.76%,1.58,0.77,1.07%,1.66%,0.39%,1.05%,7.90%,-2.60%,7.63%,-2.60%,55.60%,52.5,-1.32%,0.51%,2.7,763.62,0.8,50.65,-0.82%,611805,7/25/12 16:30
441,TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Instruments & Supplies,USA,20609.71,18.73,10.62,1.66,1.68,1.37,27.98,12.77,0.92%,12.73%,3.01,8.83%,10.40%,26.55%,11.28%,25.33%,40.78%,8.90%,365.55,364.86,0.31%,31.28%,90.20%,-2.10%,1.19%,1.96,4.47%,7.33%,4.91%,1.73,1.21,0.38,0.43,42.18%,11.30%,9.19%,-0.58%,11.20%,10.10%,1.48%,13.08%,25.99%,0.79,1.11,1.64%,1.93%,0.76%,6.03%,8.38%,-2.36%,14.80%,-3.16%,31.59%,57.01,-0.69%,0.37%,1.9,2207.9,0.55,56.38,-0.32%,1205320,7/25/12 8:30
442,TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,USA,4846.34,26.6,19.13,1.75,6.93,7.72,10.13,,,,1.28,26.70%,20.27%,0.00%,15.19%,,-7.66%,16.49%,142.33,110.22,3.88%,-60.31%,86.46%,4.24%,8.81%,4.07,17.78%,42.54%,21.57%,3.71,,0.57,0.66,97.59%,38.98%,25.40%,2.68%,-25.35%,-20.13%,13.50%,,35.07%,,1.9,4.25%,4.76%,-5.35%,-17.46%,-5.01%,-28.78%,5.48%,-28.78%,41.93%,34.19,0.35%,0.27%,2.8,2386.4,1.02,34.05,0.62%,2437229,7/24/12 16:30
443,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,15795.84,21.09,17,1.66,5.61,4.32,16.25,37.95,2.19%,42.66%,2.95,15.77%,14.02%,9.00%,12.73%,8.59%,3.25%,3.24%,253.83,245.03,1.78%,3.91%,68.99%,-0.29%,1.73%,2.85,19.46%,21.90%,22.01%,,,0,0,,43.78%,27.63%,1.97%,1.82%,7.74%,2.94%,35.81%,10.51%,1.62,1.17,1.66%,1.74%,2.22%,2.01%,5.09%,-1.85%,8.30%,-5.16%,41.62%,56.13,0.27%,-0.05%,2.5,1483.41,0.47,62.23,0.23%,696530,7/25/12 8:30
444,TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,USA,25137.03,11.77,10.19,1.17,0.98,1.01,109.29,13.54,2.82%,30.35%,5.54,-49.15%,2.40%,-10.66%,10.06%,0.28%,244.57%,-0.45%,385.36,384.37,0.32%,8.82%,83.02%,-0.90%,2.08%,3.3,2.14%,8.97%,,,,0.25,0.25,,10.95%,8.84%,2.66%,5.65%,4.64%,12.33%,36.95%,11.89%,0.67,0.92,1.22%,1.28%,3.02%,3.35%,9.17%,-0.64%,7.60%,-0.64%,45.10%,62.67,-0.61%,-0.02%,2.3,2420.28,1.4,65.23,-0.62%,3383594,7/19/12 8:30
445,TSN,Tyson Foods Inc.,Consumer Goods,Meat Products,USA,5544.92,11.61,10.08,1.58,0.17,0.94,6.7,17.49,1.04%,11.72%,1.32,-4.10%,-13.64%,55.15%,7.33%,5.58%,-59.75%,0.74%,361.94,286.45,0.71%,3.21%,89.31%,-0.17%,3.84%,1.93,4.27%,8.52%,5.47%,2.25,1.05,0.4,0.42,5.95%,2.77%,1.47%,-2.54%,2.61%,-20.74%,-17.68%,-7.15%,-25.45%,0.98,0.46,2.44%,3.12%,0.59%,-8.27%,-17.71%,-21.64%,8.88%,-26.94%,8.88%,43.44,0.07%,0.13%,2.7,5686.24,1.12,15.32,0.20%,6359388,8/6/12 8:30
446,TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,5457.79,8.4,7.93,0.51,0.17,1.33,4.13,6.1,1.23%,0.00%,4.65,1947.28%,-15.03%,-7.84%,16.43%,10.85%,82.45%,1.78%,139.8,139.3,0.40%,-11.13%,88.83%,-7.41%,4.78%,1.47,6.84%,17.32%,10.18%,1.41,0.84,0.33,0.41,10.71%,3.96%,2.17%,1.17%,42.59%,70.33%,36.55%,110.01%,67.12%,1.51,1.25,2.45%,3.80%,18.14%,38.14%,51.79%,-1.86%,80.07%,-1.86%,123.98%,83.41,-1.74%,0.46%,2.4,4534.98,0.9,39.04,-1.29%,4066429,8/1/12 16:30
447,TSS,"Total System Services, Inc.",Services,Business Services,USA,4383.91,18.5,16.19,1.97,2.36,3.17,10.47,16.51,1.72%,29.10%,1.26,14.32%,11.63%,-1.93%,9.38%,0.24%,25.48%,3.37%,188.07,180.72,1.33%,-4.58%,64.96%,-3.15%,1.54%,1.79,12.38%,17.78%,14.92%,2.03,2.01,0.04,0.18,31.28%,18.74%,12.58%,-1.31%,-1.65%,3.32%,9.08%,41.70%,20.22%,0.96,0.41,1.58%,1.69%,-1.07%,-1.31%,6.21%,-6.98%,4.44%,-6.98%,42.81%,44.1,-1.02%,0.00%,2.7,1558.31,0.97,23.31,-1.02%,1509799,7/24/12 16:00
448,TWC,Time Warner Cable Inc.,Services,CATV Systems,USA,27367.14,16.98,13.04,1.23,1.37,3.74,,,2.51%,,5.26,22.80%,22.30%,10.65%,13.77%,,17.50%,6.40%,306.36,312.23,0.08%,-69.67%,89.00%,-14.60%,2.39%,4.37,,,,,,,,,,,-1.40%,6.19%,18.16%,18.76%,51.13%,42.59%,,1.34,0.92%,1.55%,1.92%,6.81%,19.65%,-2.63%,17.09%,-2.63%,59.25%,66.63,-0.10%,0.02%,2.1,1705.46,0.97,89.33,-0.08%,1646102,8/2/12 8:30
449,TWX,Time Warner Inc.,Services,Entertainment - Diversified,USA,40015.95,16.47,11.55,1.37,1.38,1.36,16.2,24.95,2.47%,38.30%,2.56,20.53%,14.06%,-5.52%,11.99%,-7.89%,-25.71%,-4.07%,948.92,948.04,0.09%,21.31%,86.54%,-0.74%,2.75%,3.46,3.93%,8.48%,4.45%,1.52,1.27,0.66,0.68,41.93%,19.25%,8.98%,-0.57%,12.48%,22.98%,15.38%,56.59%,18.39%,1.28,0.72,1.10%,1.99%,2.85%,8.31%,15.82%,-2.04%,22.09%,-2.04%,57.27%,63.09,-1.54%,0.21%,2.1,7534.66,0.84,42.17,-1.33%,6362135,8/1/12 8:30
450,TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,USA,33723.21,21.64,13.79,2.4,2.53,3.02,14.45,17.68,2.29%,46.13%,1.37,-28.39%,26.47%,2.58%,9.00%,-0.74%,-32.35%,-3.56%,1137.76,1136.8,0.23%,-6.44%,83.86%,0.39%,1.44%,1.9,8.79%,14.35%,10.37%,1.92,1.43,0.24,0.42,48.68%,16.29%,12.07%,0.54%,11.22%,1.58%,-9.02%,20.49%,3.56%,1.11,0.63,1.71%,2.17%,4.11%,6.45%,-1.59%,-2.44%,14.47%,-12.43%,24.52%,60.62,0.00%,0.37%,2.4,8616.35,0.99,29.64,0.37%,8502340,7/23/12 16:30
451,TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,7613.47,19.64,11.63,0.63,0.64,2.45,8.48,17.42,0.30%,5.43%,1.38,159.02%,12.02%,-21.61%,31.23%,0.54%,100.56%,10.67%,280.94,280.53,0.18%,55.27%,79.92%,4.68%,6.29%,5.72,2.95%,13.13%,3.80%,1.63,0.78,1.17,1.33,18.28%,4.92%,3.45%,1.16%,4.67%,15.66%,-2.27%,82.86%,46.80%,2.64,0.78,1.91%,2.82%,2.83%,7.86%,13.51%,-1.95%,22.35%,-7.06%,85.57%,60.23,-1.06%,0.44%,2.2,3087.8,0.65,27.1,-0.62%,1995783,7/19/12 8:30
452,TYC,Tyco International Ltd.,Services,Security & Protection Services,Switzerland,26226.96,20.44,13.74,1.65,1.48,1.82,23.46,282.01,1.75%,35.85%,2.79,41.72%,11.26%,15.48%,12.38%,0.34%,-29.84%,3.91%,459.88,459.18,0.10%,9.53%,83.52%,-1.94%,0.77%,1.35,4.86%,9.18%,5.84%,1.53,1.18,0.29,0.29,38.88%,10.30%,7.42%,0.87%,11.00%,5.94%,11.98%,53.10%,23.90%,1.12,0.99,1.63%,1.87%,2.84%,6.49%,11.60%,-1.88%,13.56%,-1.88%,54.81%,63.07,-0.80%,0.47%,2.1,2628.58,0.66,57.03,-0.33%,1727825,7/31/12 8:30
453,UNH,"Unitedhealth Group, Inc.",Healthcare,Health Care Plans,USA,55167.37,10.84,9.57,1.01,0.52,1.86,4.76,6.43,1.59%,13.86%,4.93,15.45%,11.16%,9.78%,10.73%,7.32%,10.05%,8.05%,1032.71,1026.16,0.75%,-2.64%,87.38%,-1.99%,1.04%,1.52,7.53%,18.52%,,,,0.38,0.43,,8.22%,4.97%,2.79%,-2.00%,-3.77%,-2.55%,24.15%,6.10%,0.88,1.19,1.57%,2.27%,1.99%,-3.29%,-0.07%,-12.07%,6.16%,-12.07%,30.60%,48.87,0.26%,0.15%,1.8,7061.27,0.74,53.42,0.41%,5258804,7/19/12 8:30
454,UNM,Unum Group,Financial,Accident & Health Insurance,USA,5490.74,21.78,5.9,2.3,0.53,0.65,144.49,4.85,2.65%,47.21%,0.9,-65.14%,8.14%,-4.96%,9.46%,-0.49%,3.01%,2.08%,280.14,278.9,0.72%,8.03%,94.34%,-2.91%,0.99%,0.98,0.44%,3.01%,,,,0.3,0.36,,2.68%,2.54%,1.03%,5.26%,-2.44%,-14.82%,-8.02%,-5.50%,1.64,0.37,1.55%,1.90%,2.77%,2.85%,-7.97%,-1.70%,7.99%,-20.34%,7.99%,58.49,-0.15%,0.15%,2.6,2805.8,1.13,19.6,0.00%,3159313,8/1/12 16:30
455,UNP,Union Pacific Corporation,Services,Railroads,USA,59068.64,16.13,13.1,1.16,2.88,3.09,49.18,45.23,1.92%,29.20%,7.73,21.58%,13.88%,16.22%,13.88%,4.65%,31.71%,7.47%,473.61,472.42,0.29%,7.01%,82.06%,-1.62%,0.83%,1.65,8.26%,19.97%,8.96%,1.01,0.85,0.45,0.49,70.41%,31.26%,18.17%,2.50%,6.33%,12.58%,12.47%,48.33%,19.00%,1.17,2.03,1.42%,1.49%,2.04%,4.92%,13.08%,-1.73%,13.97%,-1.73%,63.21%,61.58,0.21%,0.11%,1.9,2382.49,0.5,124.72,0.32%,1180776,7/19/12 8:30
456,UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,USA,72745.6,18.79,14.51,1.71,1.35,9.54,9.94,20.5,3.00%,54.82%,4.04,15.34%,14.19%,-0.10%,10.99%,2.24%,5.04%,1.20%,958.44,726.01,0.04%,-2.54%,69.76%,-0.56%,1.71%,3.75,10.90%,49.59%,14.04%,1.75,,1.45,1.7,24.71%,11.73%,7.32%,0.38%,-1.90%,2.29%,1.50%,26.10%,6.05%,0.85,0.99,0.89%,1.24%,0.82%,-0.99%,1.58%,-5.04%,4.02%,-5.81%,27.92%,48.74,-0.69%,-0.01%,2.2,3315.69,0.81,75.9,-0.71%,2678614,7/24/12 8:30
457,URBN,Urban Outfitters Inc.,Services,Apparel Stores,USA,5355.07,31.08,20.43,1.76,2.13,4.82,21.63,54.84,,0.00%,1.19,-25.99%,23.97%,11.47%,17.70%,15.10%,-0.17%,8.57%,144.81,109.2,12.89%,-0.05%,78.49%,-3.64%,9.11%,3.88,11.11%,14.89%,12.98%,2.65,1.47,0,0,34.53%,11.07%,7.17%,21.97%,22.05%,31.60%,26.08%,36.81%,34.18%,0.97,1.15,2.99%,2.35%,20.69%,26.81%,32.07%,16.25%,42.01%,16.25%,72.24%,82.38,0.24%,17.93%,2.6,2562.39,8.46,36.98,18.22%,21681900,8/20/12 16:30
458,USB,U.S. Bancorp,Financial,Regional - Midwest Banks,USA,62601.76,12.19,10.9,1.56,4.86,1.65,4.06,18.34,2.36%,23.55%,2.71,41.54%,7.07%,-1.19%,7.82%,0.61%,17.13%,3.49%,1895.3,1893.87,0.07%,5.57%,70.37%,-0.67%,1.36%,2.64,1.56%,16.48%,,,,0.76,1.57,,37.47%,26.76%,0.03%,-1.17%,7.21%,16.10%,66.31%,23.62%,0.99,0.47,1.09%,1.30%,-0.73%,1.79%,11.48%,-3.14%,12.21%,-3.14%,68.00%,50.68,-0.69%,0.09%,2.5,9786.65,1.16,33.03,-0.60%,11316214,7/18/12 8:30
459,UTX,United Technologies Corp.,Conglomerates,Conglomerates,USA,72277.59,13.48,12.46,1.21,1.29,3.2,12.11,23.57,2.70%,31.03%,5.88,15.85%,19.77%,8.15%,11.18%,4.00%,14.45%,-4.58%,911.79,910.7,0.02%,-15.10%,84.14%,0.57%,1.16%,2.57,8.28%,23.40%,12.04%,1.98,1.55,0.9,0.92,27.72%,14.27%,10.12%,2.63%,8.92%,7.95%,-4.32%,20.09%,10.53%,1.05,1.51,1.77%,1.95%,4.40%,6.17%,3.49%,-2.36%,12.49%,-8.20%,21.55%,63.07,-1.05%,0.04%,1.8,4115.7,0.83,79.27,-1.01%,3413222,7/26/12 8:30
460,V,"Visa, Inc.",Services,Business Services,USA,103440.4,126.26,17.96,6.47,10.27,3.95,44.92,28.97,0.69%,40.46%,1.01,31.97%,15.82%,44.62%,19.51%,25.53%,-327.72%,10.47%,811.17,526.77,0.03%,-22.34%,83.25%,0.09%,1.77%,2.78,3.71%,5.22%,4.39%,1.39,,0,0,82.47%,19.65%,13.48%,-1.66%,2.62%,7.89%,9.99%,61.07%,26.29%,0.77,2.32,1.20%,1.82%,-0.72%,2.10%,13.04%,-3.65%,11.80%,-3.65%,62.17%,48.65,-1.10%,0.61%,1.9,3358.65,0.56,127.52,-0.50%,1873760,7/25/12 16:30
461,VAR,Varian Medical Systems Inc.,Healthcare,Medical Appliances & Equipment,USA,6622.16,16.39,14.55,1.38,2.39,4.53,9.73,17.05,,0.00%,3.65,16.15%,10.19%,13.86%,11.84%,10.20%,16.49%,8.59%,110.72,110.36,0.14%,-54.88%,95.73%,-0.73%,5.16%,4.72,15.95%,28.61%,26.34%,1.78,1.37,0,0.12,42.36%,21.16%,15.07%,4.62%,5.32%,-4.00%,-9.13%,13.99%,-10.90%,0.87,1.34,2.13%,2.26%,5.76%,2.80%,-5.44%,-3.24%,13.06%,-16.87%,22.76%,60.57,-0.22%,0.05%,2.1,1206.86,0.7,59.81,-0.17%,844092,7/25/12 16:30
462,VFC,V.F. Corporation,Consumer Goods,Textile - Apparel Clothing,USA,16445.44,18.07,13.65,1.41,1.59,3.62,49.76,25.59,1.92%,33.08%,8.28,54.09%,15.01%,11.04%,12.83%,8.76%,19.68%,16.39%,109.9,87.62,20.14%,-0.18%,88.65%,0.87%,2.16%,2.27,11.46%,21.12%,13.84%,1.89,1,0.4,0.56,44.93%,12.16%,8.98%,0.19%,-0.32%,7.83%,4.44%,44.97%,19.05%,0.91,3.06,1.81%,1.79%,0.25%,4.40%,6.96%,-2.93%,15.53%,-3.67%,46.43%,52.79,-0.66%,0.60%,1.9,834.93,0.48,149.64,-0.06%,401057,7/19/12 8:30
463,VIAB,"Viacom, Inc.",Services,CATV Systems,USA,26048.55,12.26,10.57,0.81,1.79,3.5,33.65,14.46,2.17%,24.58%,4.13,11.40%,13.78%,14.27%,15.05%,,1.63%,-13.94%,514.59,471.97,0.22%,-18.68%,85.33%,-2.60%,1.92%,2.14,10.48%,27.38%,12.64%,1.21,0.99,1.09,1.09,47.77%,25.79%,15.91%,2.72%,11.01%,7.98%,5.97%,22.27%,11.47%,1.2,0.98,1.59%,1.99%,5.18%,6.51%,8.43%,-1.84%,12.87%,-1.84%,44.09%,67.1,-0.84%,0.06%,2.1,4238.26,0.86,50.62,-0.78%,3644518,8/3/12 8:30
464,VLO,Valero Energy Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,16437.98,10.24,6.77,1.89,0.12,0.99,12.69,16.54,2.35%,16.84%,2.91,126.93%,15.18%,-15.12%,5.43%,7.53%,15.36%,10.77%,551.61,549.69,0.09%,2.06%,81.83%,0.10%,1.97%,1.23,4.08%,10.10%,5.52%,1.3,0.8,0.39,0.42,7.81%,2.36%,1.19%,3.80%,16.86%,35.89%,18.35%,61.34%,44.31%,1.46,0.77,2.32%,2.84%,7.94%,18.00%,25.72%,0.07%,41.47%,0.07%,86.38%,76.16,-0.27%,0.44%,2.2,8855.29,1.5,29.8,0.17%,13288751,7/31/12 8:30
465,VMC,Vulcan Materials Company,Industrial Goods,General Building Materials,USA,5185.95,,174.26,,1.99,1.39,32.76,124.1,0.10%,,-0.6,27.37%,155.00%,-52.12%,8.75%,-5.16%,-138.75%,-1.12%,129.39,128.96,0.02%,-53.69%,82.58%,-1.34%,3.72%,7.94,-0.94%,-2.04%,-1.00%,1.54,1,0.68,0.75,12.21%,2.86%,-2.98%,2.43%,-8.83%,13.90%,-13.08%,34.68%,1.91%,1.35,1.25,2.43%,3.77%,1.70%,2.85%,1.35%,-10.36%,22.16%,-16.62%,60.05%,54.72,-0.91%,0.12%,2.6,605.11,0.67,40.08,-0.79%,407862,7/26/12 8:30
466,VNO,Vornado Realty Trust,Financial,REIT - Diversified,USA,15396.22,53.12,43.38,11.23,5.36,2.37,32.66,,3.33%,175.80%,1.56,-25.23%,-35.91%,-4.39%,4.73%,8.90%,-88.74%,0.65%,185.81,167.61,2.86%,15.92%,92.35%,-1.84%,2.31%,3.96,2.09%,5.17%,2.38%,,,1.57,1.57,54.75%,28.89%,14.75%,2.27%,1.44%,0.70%,0.57%,8.78%,10.49%,1.6,1.23,1.14%,1.43%,0.93%,0.80%,3.42%,-3.48%,5.33%,-5.43%,25.21%,55.12,1.18%,0.17%,2.8,978.69,1,82.86,1.36%,978817,8/6/12 16:30
467,VRSN,"VeriSign, Inc.",Technology,Application Software,USA,7426.96,32.53,21.11,2.17,9.05,,5.16,25.74,,0.00%,1.46,121.29%,19.68%,-10.73%,15.00%,-4.71%,1009.42%,12.80%,156.39,155.77,0.53%,16.93%,,3.05%,5.96%,4.36,12.76%,,19.77%,2.28,,,,79.55%,47.26%,29.07%,1.11%,12.70%,20.47%,26.81%,64.61%,32.95%,0.78,0.96,1.72%,2.19%,3.88%,7.74%,22.32%,-2.04%,20.78%,-2.04%,75.89%,63.19,-0.54%,0.04%,2.3,2127.56,0.89,47.49,-0.50%,1903881,7/26/12 16:30
468,VTR,"Ventas, Inc.",Financial,REIT - Healthcare Facilities,USA,18919.09,48.16,46.75,7.13,8.19,1.98,358.32,92.99,3.87%,170.32%,1.33,15.10%,6.20%,6.17%,6.75%,34.70%,39.96%,71.47%,295.38,293.81,0.51%,-14.23%,99.47%,-0.94%,2.84%,4.76,2.76%,5.74%,2.93%,,,0.76,0.76,60.80%,15.91%,16.61%,0.58%,-1.73%,12.21%,16.73%,36.83%,18.77%,1.23,0.85,0.93%,1.41%,-1.92%,0.85%,12.33%,-6.02%,11.57%,-6.02%,43.27%,47.47,0.08%,0.03%,2.4,1750.59,0.51,64.05,0.11%,899157,7/26/12 8:30
469,VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic,USA,122188.46,42.89,15.21,4.67,1.08,3.29,11.34,10.6,4.66%,198.03%,1,-5.89%,12.80%,-14.71%,9.19%,4.69%,12.63%,3.69%,2848.88,2848.51,0.01%,-27.42%,54.24%,0.80%,1.40%,2.81,5.12%,7.50%,7.91%,1.03,1,1.25,1.41,59.61%,12.71%,10.18%,-3.25%,-3.29%,4.79%,15.02%,29.62%,10.97%,0.52,0.61,1.10%,1.28%,-3.42%,-2.81%,8.68%,-7.58%,2.42%,-7.58%,30.25%,32.14,-1.85%,0.00%,2.6,14195.5,1.4,42.89,-1.85%,19808376,7/19/12 8:30
470,WAG,Walgreen Co.,Services,Drug Stores,USA,30604.46,12.29,11.73,1.02,0.42,2.04,15.34,18.47,3.09%,30.55%,2.9,38.70%,16.92%,11.32%,12.03%,8.77%,-5.08%,-3.37%,858.47,858.15,0.02%,-5.50%,67.27%,0.05%,2.75%,2.4,9.41%,17.24%,13.13%,1.54,0.61,0.16,0.16,28.39%,5.71%,3.54%,0.62%,5.91%,14.96%,5.50%,5.04%,10.13%,0.99,0.64,1.19%,1.58%,0.36%,9.98%,9.07%,-2.50%,25.90%,-2.53%,25.90%,64.92,-0.97%,-0.08%,2.6,9852.65,0.58,35.65,-1.05%,5731942,9/28/12 8:30
471,WAT,Waters Corp.,Healthcare,Medical Appliances & Equipment,USA,6663.68,16.2,13.87,1.46,3.61,5.28,4.79,16.8,,0.00%,4.69,15.54%,11.16%,17.08%,11.09%,7.65%,1.90%,0.86%,87.68,84.57,0.15%,-7.70%,91.39%,-1.69%,2.31%,2.28,15.57%,34.14%,19.91%,2.86,2.53,0.55,0.87,60.44%,28.27%,22.99%,-1.72%,0.54%,-8.18%,-13.75%,4.35%,2.63%,1.02,1.78,1.98%,2.29%,-1.64%,-2.51%,-7.09%,-8.55%,2.54%,-19.55%,7.22%,43.37,0.00%,0.33%,2.3,857.26,0.62,76,0.33%,530975,7/24/12
472,WDC,Western Digital Corp.,Technology,Data Storage Devices,USA,11612.94,6.92,5.37,0.48,0.93,1.48,3.62,4.94,,,6.45,112.98%,-10.44%,21.40%,14.40%,17.94%,327.10%,97.84%,260.03,234.38,0.18%,23.81%,74.83%,-6.20%,2.54%,1.26,14.44%,24.50%,20.00%,1.77,1.47,0.25,0.28,29.16%,14.19%,12.92%,1.50%,38.35%,29.41%,12.89%,68.46%,44.30%,1.43,1.25,2.16%,2.92%,8.36%,27.62%,26.28%,-2.79%,57.75%,-2.79%,97.26%,76.68,-1.09%,-0.38%,2.2,4733.23,0.67,44.66,-1.46%,3169029,7/25/12 16:30
473,WEC,Wisconsin Energy Corp.,Utilities,Electric Utilities,USA,8870.02,16.81,16.04,2.45,2.06,2.16,677.1,,3.12%,48.26%,2.29,13.48%,3.45%,10.54%,6.86%,2.34%,23.56%,-4.74%,230.45,230.17,0.13%,-3.23%,68.36%,-1.02%,3.31%,5.14,3.97%,13.33%,4.39%,0.87,0.63,1.05,1.26,32.49%,21.75%,12.44%,-1.28%,-4.89%,4.20%,14.04%,31.45%,12.84%,0.31,0.48,1.00%,1.28%,-2.74%,-2.55%,8.52%,-6.49%,1.20%,-6.49%,33.33%,36.8,-0.34%,-0.05%,2.9,1479.76,0.64,38.49,-0.39%,953617,8/1/12 8:30
474,WFC,Wells Fargo & Company,Financial,Money Center Banks,USA,181601.7,11.35,9.37,1.17,3.69,1.23,10.8,11.35,2.56%,22.31%,3.03,27.71%,10.54%,2.71%,9.67%,8.92%,17.27%,-0.24%,5282.19,5279.32,0.01%,104.56%,77.53%,-0.64%,0.81%,1.68,1.34%,12.37%,,,,0.84,1.22,,31.19%,20.88%,1.24%,3.49%,9.28%,13.84%,53.55%,26.91%,1.32,0.52,1.17%,1.49%,1.90%,3.78%,12.30%,-0.56%,14.04%,-0.56%,55.46%,62.52,0.41%,0.50%,2,25273.12,0.99,34.38,0.91%,24972980,7/13/12 8:00
475,WFM,"Whole Foods Market, Inc.",Services,Grocery Stores,USA,17717.24,41,33.08,2.42,1.59,4.86,16.57,47.07,0.58%,22.06%,2.34,34.99%,15.10%,6.56%,16.93%,12.51%,26.89%,13.65%,184.67,183.16,0.18%,-95.52%,85.58%,-0.27%,2.44%,2.3,9.31%,13.21%,11.59%,2.01,1.62,0.01,0.01,35.38%,6.15%,3.84%,2.36%,14.47%,10.58%,19.67%,70.11%,38.58%,1.07,2.03,1.72%,1.81%,3.25%,2.96%,17.20%,-1.20%,17.65%,-1.20%,71.30%,58.27,0.68%,0.21%,2.2,1942.91,0.57,95.94,0.89%,1104340,7/25/12 16:30
476,WHR,Whirlpool Corp.,Consumer Goods,Appliances,USA,5694.5,9.8,9.03,1.21,0.31,1.34,13.37,,2.72%,26.41%,7.49,-37.40%,24.50%,-4.70%,8.10%,0.64%,168.41%,-4.63%,77.55,76.91,0.34%,-10.22%,94.23%,0.73%,5.84%,3,4.00%,13.63%,7.02%,1.04,0.61,0.46,0.58,14.49%,4.03%,3.32%,2.67%,9.09%,25.35%,6.34%,36.23%,57.07%,1.89,2.08,2.44%,2.85%,5.25%,13.76%,19.13%,-3.00%,35.78%,-6.75%,64.82%,66.61,-0.34%,0.04%,2.6,1496.58,0.57,73.43,-0.30%,845965,7/24/12 8:30
477,WIN,Windstream Corporation,Technology,Telecom Services - Domestic,USA,5621.18,31.87,16.48,,1.06,4.21,149.9,,10.46%,352.32%,0.3,-50.23%,5.45%,-20.39%,-1.80%,7.16%,-51.45%,49.34%,587.99,584.45,0.56%,6.81%,50.25%,-4.79%,8.97%,6.25,1.31%,15.15%,1.44%,0.85,0.8,6.58,6.62,54.34%,15.78%,3.12%,0.53%,-2.25%,2.80%,-17.37%,-10.49%,-14.64%,0.86,0.25,2.04%,2.50%,-1.52%,-0.97%,-10.20%,-7.27%,5.52%,-20.20%,8.97%,47.43,0.31%,1.28%,2.5,8388.89,1.23,9.56,1.59%,10358346,8/9/12 8:30
