"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (Year)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
428,"T","AT&T, Inc.","Technology","Telecom Services - Domestic","USA",204222.61,47.20,13.72,5.11,1.60,1.99,94.94,36.30,4.97%,232.23%,0.75,-79.33%,8.40%,-18.83%,9.23%,14.98%,10.05%,0.25%,5769.00,5766.65,0.03%,5.49%,56.01%,-0.03%,1.10%,2.49,1.74%,4.08%,1.97%,0.64,,0.59,0.62,51.45%,7.98%,3.67%,-4.68%,-4.76%,-1.03%,17.92%,28.59%,23.39%,0.55,0.55,1.78%,1.32%,-3.85%,-3.22%,8.25%,-6.74%,2.53%,-6.74%,37.29%,35.15,0.31%,0.56%,2.60,25596.24,0.77,35.71,0.88%,7892671,10/24/2012 8:30:00 AM
429,"TAP","Molson Coors Brewing Company","Consumer Goods","Beverages - Brewers","USA",8072.18,14.87,10.96,3.30,2.25,1.03,15.64,15.60,2.87%,36.23%,3.00,1.37%,3.83%,10.90%,4.50%,-9.67%,-51.66%,7.05%,180.95,133.62,0.52%,17.48%,77.93%,-2.07%,2.25%,2.57,3.71%,6.90%,4.34%,0.80,0.68,0.52,0.63,41.16%,20.77%,15.19%,0.70%,-2.26%,8.33%,9.96%,11.78%,4.82%,0.75,0.53,0.91%,1.17%,0.52%,0.88%,6.63%,-3.16%,10.67%,-3.16%,21.90%,54.16,0.30%,0.31%,3.10,1172.18,0.33,44.88,0.61%,153853,11/07/2012
430,"TDC","Teradata Corporation","Technology","Diversified Computer Systems","USA",12736.04,33.42,23.46,2.11,4.99,7.34,15.51,28.11,,0.00%,2.26,16.25%,15.00%,14.09%,15.86%,8.83%,8.80%,14.46%,168.60,168.17,0.54%,-1.09%,86.83%,-0.14%,2.03%,2.24,14.43%,25.03%,19.51%,2.00,1.95,0.16,0.16,55.70%,21.23%,15.20%,4.67%,-0.88%,12.88%,8.44%,31.44%,55.72%,0.96,1.83,1.81%,2.23%,-0.74%,-1.59%,9.65%,-8.16%,4.23%,-8.16%,69.89%,48.38,-1.24%,-0.33%,2.20,1528.21,1.16,74.36,-1.56%,710277,11/1/2012 8:30:00 AM
431,"TE","TECO Energy, Inc.","Utilities","Electric Utilities","USA",3815.34,14.37,14.73,3.80,1.20,1.67,32.50,,4.98%,71.11%,1.23,14.13%,1.69%,1.49%,3.78%,-0.61%,-5.58%,-10.99%,215.80,202.06,1.34%,15.13%,58.96%,0.32%,4.93%,5.66,3.67%,11.79%,4.15%,1.00,0.71,1.26,1.39,36.52%,19.07%,8.41%,0.11%,1.67%,-1.06%,2.91%,5.55%,-4.17%,0.78,0.20,1.19%,1.09%,1.30%,1.21%,1.58%,-1.28%,3.24%,-4.73%,8.06%,56.73,0.28%,0.51%,2.90,1759.53,0.41,17.82,0.79%,287684,8/2/2012 8:30:00 AM
432,"TEG","Integrys Energy Group, Inc.","Utilities","Gas Utilities","USA",4289.51,19.64,15.74,2.73,1.03,1.40,166.91,,4.96%,95.85%,2.79,1.78%,10.83%,-3.84%,7.20%,-7.33%,62.59%,-16.71%,78.29,77.56,0.08%,-13.77%,54.19%,0.17%,5.02%,9.36,2.34%,7.40%,2.75%,0.85,0.76,0.57,0.79,17.38%,8.84%,5.38%,-0.96%,2.87%,-6.52%,7.05%,17.50%,4.98%,0.82,0.71,1.46%,1.32%,2.63%,1.14%,3.45%,-8.93%,7.12%,-9.29%,20.55%,59.30,1.11%,0.15%,2.80,415.99,0.30,55.48,1.26%,50386,11/5/2012 4:30:00 PM
433,"TEL","TE Connectivity Ltd.","Technology","Diversified Electronics","Switzerland",14511.31,13.41,10.16,1.46,1.05,1.88,11.15,15.29,2.48%,29.30%,2.53,21.57%,17.19%,-0.66%,9.16%,3.92%,-23.60%,-2.24%,427.81,426.88,0.20%,19.56%,87.78%,-4.29%,0.58%,1.54,5.92%,14.25%,7.50%,1.58,1.12,0.35,0.49,30.47%,11.44%,7.92%,1.34%,-8.37%,4.92%,-2.33%,2.29%,12.02%,1.96,0.63,1.85%,1.70%,-0.06%,-2.13%,0.82%,-8.83%,5.20%,-8.83%,18.35%,48.23,0.38%,0.38%,1.70,1593.27,0.46,34.18,0.77%,290936,11/5/2012 8:30:00 AM
434,"TER","Teradyne Inc.","Technology","Semiconductor Equipment & Materials","USA",2645.02,9.72,7.27,0.79,1.67,1.57,3.81,15.93,,0.00%,1.45,-10.30%,11.49%,7.69%,12.38%,1.05%,26.90%,33.56%,187.59,186.56,0.25%,14.67%,,-0.38%,10.42%,6.38,14.75%,21.66%,17.90%,3.09,2.77,0.10,0.10,50.70%,15.86%,20.61%,2.25%,-10.02%,3.45%,-15.77%,12.44%,3.45%,1.90,0.38,2.36%,2.48%,0.37%,-5.89%,-7.70%,-14.01%,5.82%,-21.27%,21.40%,45.57,0.78%,-0.21%,2.10,3046.56,0.74,14.18,0.57%,904901,10/24/2012 4:30:00 PM
435,"TGT","Target Corp.","Services","Discount, Variety Stores","USA",41192.58,14.39,12.86,1.14,0.58,2.59,28.57,35.09,2.29%,27.24%,4.37,6.98%,11.64%,5.95%,12.60%,3.27%,3.35%,3.32%,654.89,654.04,0.11%,-12.19%,84.41%,0.43%,1.32%,2.25,6.33%,18.95%,8.65%,1.23,0.65,0.96,1.16,30.63%,6.22%,4.12%,0.02%,-2.34%,3.05%,10.86%,21.62%,24.90%,0.89,0.90,1.64%,1.36%,-0.60%,-0.88%,9.32%,-4.06%,3.12%,-4.06%,35.88%,48.64,0.22%,0.14%,2.30,3849.56,0.59,63.13,0.37%,907563,11/15/2012
436,"THC","Tenet Healthcare Corp.","Healthcare","Hospitals","USA",2513.06,42.32,9.14,3.45,0.28,2.14,30.65,,,0.00%,0.57,-93.43%,14.78%,23.63%,12.26%,2.72%,78.10%,6.24%,104.19,103.14,0.25%,26.67%,93.13%,13.51%,6.04%,3.07,0.89%,4.68%,1.13%,1.37,1.29,3.84,4.04,35.92%,5.55%,0.84%,1.17%,2.03%,25.36%,12.08%,38.62%,17.54%,2.27,0.90,3.35%,3.66%,-0.33%,8.78%,17.02%,-8.49%,30.67%,-8.49%,52.28%,57.76,1.77%,0.50%,2.60,2030.65,1.36,24.67,2.28%,1109293,8/7/2012 8:30:00 AM
437,"TIE","Titanium Metals Corporation","Basic Materials","Industrial Metals & Minerals","USA",2160.24,19.90,14.18,1.33,2.00,1.78,78.84,,2.43%,48.08%,0.62,43.09%,31.82%,-16.00%,15.00%,-2.45%,-1.56%,3.57%,175.06,79.85,3.45%,0.33%,26.44%,0.39%,7.31%,4.14,6.96%,8.82%,7.81%,6.23,1.59,0.08,0.08,21.48%,15.64%,10.55%,-0.40%,-8.86%,12.28%,-12.79%,-18.66%,-16.11%,1.56,0.33,2.40%,2.31%,-2.98%,-3.03%,-5.94%,-11.77%,4.95%,-29.95%,18.74%,42.95,-1.21%,0.81%,2.20,1409.39,1.09,12.29,-0.41%,617791,08/06/2012
438,"TIF","Tiffany & Co.","Services","Jewelry Stores","USA",8112.56,18.62,15.62,1.49,2.18,3.39,22.08,,2.00%,34.22%,3.44,18.59%,13.89%,10.75%,12.52%,7.30%,3.65%,1.59%,126.64,122.27,0.22%,-86.47%,90.41%,0.40%,8.87%,5.25,10.69%,18.59%,12.23%,5.95,1.53,0.33,0.39,58.17%,19.42%,11.88%,3.14%,-1.42%,16.52%,-2.51%,-6.82%,-1.85%,1.81,1.50,2.45%,2.18%,3.67%,5.69%,5.88%,-1.11%,14.96%,-18.31%,31.12%,63.06,0.59%,0.67%,2.30,2063.30,0.50,64.87,1.26%,415534,11/29/2012
439,"TJX","The TJX Companies, Inc.","Services","Department Stores","USA",31725.91,18.99,15.56,1.43,1.31,9.37,17.66,17.67,1.07%,18.14%,2.27,17.32%,11.69%,18.58%,13.28%,6.28%,24.75%,8.73%,736.10,732.02,0.57%,-5.84%,92.17%,-0.01%,0.78%,1.22,20.58%,53.03%,33.38%,1.66,0.72,0.23,0.23,27.86%,11.49%,7.10%,-3.49%,-6.26%,-3.92%,4.71%,52.51%,34.65%,0.58,0.80,2.12%,1.75%,-3.35%,-4.65%,5.77%,-7.60%,1.23%,-7.60%,54.76%,34.79,-0.15%,0.21%,2.20,4690.81,0.70,43.13,0.06%,1312123,11/13/2012 8:30:00 AM
440,"TMK","Torchmark Corp.","Financial","Life Insurance","USA",4902.61,10.24,9.08,1.04,1.42,1.23,69.37,6.16,1.17%,9.90%,5.02,11.27%,9.06%,6.66%,9.87%,-0.26%,4.20%,0.96%,95.40,94.20,1.14%,-0.91%,76.90%,0.23%,1.95%,2.92,3.06%,13.14%,,,,0.20,0.28,,21.36%,14.79%,0.59%,-1.34%,-0.66%,4.92%,38.07%,19.82%,1.58,0.68,1.30%,1.35%,1.01%,1.24%,6.37%,-2.19%,5.23%,-2.19%,40.84%,56.09,0.33%,0.53%,2.70,630.18,0.52,51.83,0.86%,131669,10/24/2012 4:30:00 PM
441,"TMO","Thermo Fisher Scientific, Inc.","Healthcare","Medical Instruments & Supplies","USA",22031.70,20.02,11.24,1.77,1.80,1.46,29.91,13.66,0.86%,12.73%,3.01,8.83%,11.20%,26.55%,11.31%,25.33%,40.78%,8.90%,365.55,364.86,0.16%,-3.31%,89.87%,0.07%,0.80%,1.64,4.47%,7.33%,4.91%,1.73,1.21,0.38,0.43,42.18%,11.30%,9.19%,2.36%,0.13%,13.48%,11.08%,17.67%,34.98%,0.79,0.91,1.50%,1.39%,1.63%,3.68%,11.06%,-2.03%,8.33%,-2.03%,41.42%,59.84,-0.02%,0.35%,1.80,1788.99,0.46,60.47,0.33%,327952,10/24/2012 8:30:00 AM
442,"TRIP","TripAdvisor Inc.","Technology","Internet Information Providers","USA",4437.85,24.36,17.52,1.60,6.34,7.09,9.28,,,,1.28,26.70%,19.46%,0.00%,15.19%,,-7.66%,16.49%,142.33,110.22,0.01%,-99.83%,90.01%,2.45%,14.80%,6.03,17.78%,42.54%,21.57%,3.71,,0.57,0.66,97.59%,38.98%,25.40%,-4.12%,-12.93%,-31.35%,-12.02%,,23.68%,,1.00,2.87%,3.29%,-6.33%,-9.48%,-14.89%,-21.03%,1.18%,-35.58%,28.39%,32.49,-1.00%,-0.22%,2.80,2705.43,1.63,30.80,-1.22%,1766784,10/30/2012 4:30:00 PM
443,"TROW","T. Rowe Price Group, Inc.","Financial","Asset Management","USA",16509.10,22.05,17.34,1.67,5.86,4.51,16.98,39.67,2.09%,42.66%,2.95,15.77%,15.74%,9.00%,13.17%,8.59%,3.25%,3.24%,253.83,245.03,1.96%,2.05%,68.63%,0.07%,1.36%,3.27,19.46%,21.90%,22.01%,,,0.00,0.00,,43.78%,27.63%,1.63%,-0.05%,3.88%,5.34%,28.49%,16.12%,1.60,1.04,1.59%,1.52%,3.07%,4.63%,7.99%,-0.47%,9.70%,-0.47%,36.02%,65.04,0.53%,0.42%,2.40,1022.94,0.62,65.66,0.95%,254781,10/24/2012 8:30:00 AM
444,"TRV","The Travelers Companies, Inc.","Financial","Property & Casualty Insurance","USA",27164.03,12.72,10.88,1.26,1.06,1.09,118.10,14.64,2.61%,30.35%,5.54,-49.15%,0.93%,-10.66%,10.06%,0.28%,244.57%,-0.45%,385.36,384.37,0.27%,-11.11%,84.23%,-0.04%,2.07%,3.52,2.14%,8.97%,,,,0.25,0.25,,10.95%,8.84%,1.69%,2.94%,10.94%,20.29%,46.43%,21.79%,0.68,0.84,1.37%,1.13%,2.55%,6.19%,14.50%,-0.56%,12.91%,-0.56%,47.01%,70.59,-0.34%,0.62%,2.30,2261.51,0.81,70.69,0.28%,736716,10/18/2012 8:30:00 AM
445,"TSN","Tyson Foods Inc.","Consumer Goods","Meat Products","USA",5899.62,12.35,10.52,1.68,0.18,1.00,7.13,18.61,0.98%,11.72%,1.32,-4.10%,-12.43%,55.15%,7.33%,5.58%,-59.75%,0.74%,361.94,286.42,0.85%,4.06%,86.80%,-1.72%,4.29%,1.92,4.27%,8.52%,5.47%,2.25,1.05,0.40,0.42,5.95%,2.77%,1.47%,-0.06%,0.49%,4.29%,-9.19%,-8.99%,-20.49%,1.04,0.35,1.87%,2.16%,0.97%,3.43%,-7.53%,-1.79%,16.48%,-21.31%,17.32%,57.07,0.43%,0.55%,2.70,6398.60,0.35,16.46,0.98%,895058,11/19/2012
446,"TSO","Tesoro Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",5393.48,8.30,6.95,0.50,0.17,1.31,4.08,6.03,1.24%,0.00%,4.65,1947.28%,-16.92%,-7.84%,16.43%,10.85%,82.45%,1.78%,139.80,139.30,0.34%,-9.52%,90.14%,0.03%,4.39%,1.46,6.84%,17.32%,10.18%,1.41,0.84,0.33,0.41,10.71%,3.96%,2.17%,-5.88%,-4.88%,38.23%,68.99%,53.52%,65.65%,1.51,1.44,4.60%,3.46%,-6.46%,-3.33%,33.01%,-14.06%,13.82%,-14.06%,85.68%,37.75,-0.13%,-0.23%,2.40,4171.85,0.57,38.44,-0.36%,947066,10/31/2012 4:30:00 PM
447,"TSS","Total System Services, Inc.","Services","Business Services","USA",4391.43,18.53,16.22,2.32,2.37,3.17,10.49,16.54,1.71%,29.10%,1.26,14.32%,11.63%,-1.93%,8.00%,0.24%,25.48%,3.37%,188.07,180.72,1.32%,-2.74%,68.21%,0.90%,1.47%,2.02,12.38%,17.78%,14.92%,2.03,2.01,0.04,0.18,31.28%,18.74%,12.58%,-1.18%,-1.81%,-1.39%,1.83%,27.60%,20.92%,0.96,0.32,1.41%,1.37%,-1.13%,-0.29%,3.47%,-3.89%,2.80%,-5.92%,31.72%,47.39,0.69%,-0.13%,2.70,1315.93,0.27,23.48,0.56%,143022,10/23/2012 4:30:00 PM
448,"TWC","Time Warner Cable Inc.","Services","CATV Systems","USA",30226.47,18.20,14.30,1.22,1.48,4.13,9.37,16.18,2.27%,38.40%,5.42,36.52%,21.05%,11.70%,14.93%,10.83%,15.69%,9.30%,306.37,306.12,0.06%,-57.43%,89.04%,-0.01%,3.08%,5.32,3.66%,22.63%,4.01%,0.89,,3.49,3.74,53.25%,20.61%,8.59%,1.42%,7.12%,16.73%,22.27%,48.65%,58.46%,0.82,1.43,1.42%,1.51%,2.90%,7.35%,22.77%,-0.88%,13.46%,-0.88%,78.10%,69.46,0.42%,0.21%,2.00,1773.96,0.63,99.28,0.63%,447311,10/31/2012 8:30:00 AM
449,"TWX","Time Warner Inc.","Services","Entertainment - Diversified","USA",42976.59,17.69,12.41,1.46,1.48,1.46,17.40,26.79,2.30%,38.30%,2.56,20.53%,14.06%,-5.52%,12.08%,-7.89%,-25.71%,-4.07%,948.92,948.04,0.09%,-1.16%,86.70%,0.19%,3.38%,4.22,3.93%,8.48%,4.45%,1.52,1.27,0.66,0.68,41.93%,19.25%,8.98%,-0.59%,0.94%,17.09%,26.79%,41.27%,27.94%,1.30,0.72,1.40%,1.52%,0.03%,4.08%,18.85%,-2.34%,10.89%,-2.34%,45.80%,56.49,0.07%,0.40%,2.20,7590.15,0.76,45.50,0.46%,2313453,11/7/2012 8:30:00 AM
450,"TXN","Texas Instruments Inc.","Technology","Semiconductor - Broad Line","USA",32687.84,20.97,14.15,2.33,2.45,2.93,14.01,17.14,2.92%,46.13%,1.37,-28.39%,23.03%,2.58%,9.00%,-0.74%,-32.35%,-3.56%,1137.76,1136.80,0.23%,-6.44%,82.95%,0.14%,1.55%,2.02,8.79%,14.35%,10.37%,1.92,1.43,0.24,0.42,48.68%,16.29%,12.07%,5.16%,-1.27%,4.55%,-11.16%,-2.74%,0.38%,1.09,0.59,2.03%,1.82%,2.22%,-0.65%,-4.71%,-5.99%,6.01%,-15.62%,10.30%,54.37,1.42%,-1.98%,2.60,8746.60,1.09,28.56,-0.59%,3818404,10/22/2012 4:30:00 PM
451,"TXT","Textron Inc.","Industrial Goods","Aerospace/Defense - Major Diversified","USA",7433.67,19.17,11.26,0.61,0.62,2.40,8.28,17.01,0.30%,5.43%,1.38,159.02%,11.90%,-21.61%,31.23%,0.54%,100.56%,10.67%,280.94,280.53,0.12%,3.06%,83.35%,2.30%,5.75%,5.39,2.95%,13.13%,3.80%,1.63,0.78,1.17,1.33,18.28%,4.92%,3.45%,4.75%,-6.24%,11.46%,-0.56%,47.49%,43.41%,2.63,0.63,2.18%,2.37%,-6.05%,-7.87%,-3.79%,-14.76%,-1.60%,-15.75%,45.95%,34.73,0.95%,-8.09%,2.20,2995.20,3.39,24.55,-7.22%,4063781,10/17/2012 8:30:00 AM
452,"TYC","Tyco International Ltd.","Services","Security & Protection Services","Switzerland",12770.87,9.95,13.16,0.74,0.72,0.89,11.42,137.32,2.16%,35.85%,2.79,41.72%,19.89%,15.48%,13.53%,0.34%,-29.84%,3.91%,459.88,459.21,0.10%,9.53%,83.52%,-1.94%,0.69%,0.72,4.86%,9.18%,5.84%,1.53,1.18,0.29,0.29,38.88%,10.30%,7.42%,-0.54%,3.74%,7.97%,4.36%,33.83%,23.75%,1.13,0.56,2.35%,2.00%,0.87%,1.20%,7.26%,-4.26%,5.38%,-4.26%,35.18%,52.78,0.65%,-0.32%,2.10,4374.77,1.00,27.86,0.32%,1756752,7/31/2012 8:30:00 AM
453,"UNH","Unitedhealth Group, Inc.","Healthcare","Health Care Plans","USA",58740.55,11.54,10.16,1.08,0.56,1.98,5.07,6.85,1.49%,13.86%,4.93,15.45%,10.02%,9.78%,10.73%,7.32%,10.05%,8.05%,1032.71,1026.14,0.75%,-1.53%,88.06%,-0.02%,1.40%,2.22,7.53%,18.52%,,,,0.38,0.43,,8.22%,4.97%,-1.03%,4.41%,1.35%,0.00%,23.79%,13.44%,0.90,0.99,1.75%,1.60%,-0.99%,2.43%,2.07%,-3.84%,9.89%,-7.37%,32.62%,49.78,-2.66%,1.23%,1.80,6446.49,0.97,56.05,-1.46%,2514855,10/16/2012 8:30:00 AM
454,"UNM","Unum Group","Financial","Accident & Health Insurance","USA",5689.64,22.57,6.12,2.36,0.55,0.68,149.73,5.02,2.56%,47.21%,0.90,-65.14%,7.79%,-4.96%,9.58%,-0.49%,3.01%,2.08%,280.14,278.90,0.32%,2.28%,93.66%,-0.02%,1.18%,1.29,0.44%,3.01%,,,,0.30,0.36,,2.68%,2.54%,2.68%,-1.17%,5.23%,-12.65%,-9.73%,-2.07%,1.64,0.34,1.67%,1.56%,3.90%,4.21%,-2.50%,-2.01%,8.07%,-16.69%,12.94%,62.15,0.49%,0.44%,2.80,2549.16,1.07,20.50,0.94%,1096765,10/31/2012 4:30:00 PM
455,"UNP","Union Pacific Corporation","Services","Railroads","USA",58443.47,15.96,12.99,1.15,2.85,3.06,48.66,44.75,1.94%,29.20%,7.73,21.58%,14.60%,16.22%,13.92%,4.65%,31.71%,7.47%,473.61,472.21,0.23%,12.38%,82.57%,-0.03%,0.60%,1.45,8.26%,19.97%,8.96%,1.01,0.85,0.45,0.49,70.41%,31.26%,18.17%,1.76%,-2.77%,4.56%,13.70%,41.24%,18.31%,1.16,2.03,1.49%,1.57%,1.85%,0.66%,7.68%,-4.82%,5.29%,-4.82%,41.58%,55.01,-0.07%,-0.22%,1.80,1952.90,1.11,123.04,-0.29%,865098,10/18/2012 8:30:00 AM
456,"UPS","United Parcel Service, Inc.","Services","Air Delivery & Freight Services","USA",70071.55,18.10,14.06,1.66,1.30,9.18,9.57,19.75,3.12%,54.82%,4.04,15.34%,13.54%,-0.10%,10.91%,2.24%,5.04%,1.20%,958.44,726.01,0.04%,-2.54%,70.08%,-0.22%,1.28%,2.25,10.90%,49.59%,14.04%,1.75,,1.45,1.70,24.71%,11.73%,7.32%,0.12%,-1.51%,-8.16%,-7.81%,10.74%,2.15%,0.85,1.09,1.41%,1.49%,0.67%,-1.07%,-3.31%,-5.01%,2.60%,-9.37%,12.37%,48.50,-0.45%,0.34%,2.20,4138.46,0.48,73.03,-0.11%,802408,10/23/2012 8:30:00 AM
457,"URBN","Urban Outfitters Inc.","Services","Apparel Stores","USA",5565.07,30.59,20.02,1.76,2.15,4.72,20.51,74.74,,0.00%,1.25,-25.99%,20.89%,11.47%,17.38%,15.10%,19.35%,11.01%,145.53,110.64,1.73%,-22.24%,78.36%,-0.04%,5.34%,2.16,11.22%,14.94%,13.04%,3.04,1.64,0.00,0.00,34.54%,11.09%,7.16%,4.20%,-3.97%,23.08%,31.09%,65.40%,38.75%,1.00,0.83,1.94%,2.09%,1.19%,4.19%,25.84%,-6.37%,26.87%,-6.37%,70.90%,60.86,-0.29%,-0.18%,2.60,2736.87,0.34,38.06,-0.47%,371830,11/19/2012 4:00:00 PM
458,"USB","U.S. Bancorp","Financial","Regional - Midwest Banks","USA",63701.03,12.40,11.02,1.58,4.95,1.68,4.14,18.66,2.32%,23.55%,2.71,41.54%,7.02%,-1.19%,7.86%,0.61%,17.13%,3.49%,1895.30,1893.87,0.07%,-3.63%,70.90%,0.27%,0.97%,2.08,1.56%,16.48%,,,,0.76,1.57,,37.47%,26.76%,-3.09%,-1.12%,0.96%,8.66%,45.62%,26.54%,1.00,0.54,1.76%,1.47%,0.02%,1.69%,9.74%,-3.53%,5.51%,-3.53%,48.67%,52.35,1.09%,0.68%,2.50,8828.38,1.36,34.21,1.79%,4806803,10/17/2012 8:30:00 AM
459,"UTX","United Technologies Corp.","Conglomerates","Conglomerates","USA",70754.90,13.20,12.50,1.15,1.26,3.13,11.86,23.07,2.76%,31.03%,5.88,15.85%,17.17%,8.15%,11.52%,4.00%,14.45%,-4.58%,911.79,910.70,0.07%,3.23%,83.46%,-0.01%,1.05%,2.33,8.28%,23.40%,12.04%,1.98,1.55,0.90,0.92,27.72%,14.27%,10.12%,0.35%,-5.54%,4.39%,-3.16%,10.32%,8.20%,1.05,1.13,1.39%,1.39%,0.50%,-0.15%,1.39%,-4.61%,4.04%,-8.80%,13.98%,52.46,1.31%,0.17%,1.90,4103.42,0.79,78.75,1.48%,1298006,10/23/2012 8:30:00 AM
460,"V","Visa, Inc.","Services","Business Services","USA",114504.76,139.76,19.72,7.12,11.37,4.37,49.72,32.07,0.62%,40.46%,1.01,31.97%,16.23%,44.62%,19.64%,25.53%,-327.72%,10.47%,811.17,526.77,0.04%,-17.75%,83.99%,0.01%,1.74%,3.23,3.71%,5.22%,4.39%,1.39,,0.00,0.00,82.47%,19.65%,13.48%,3.23%,5.45%,10.63%,16.33%,56.01%,39.80%,0.77,1.96,1.19%,1.29%,4.13%,7.60%,18.34%,0.51%,13.26%,0.51%,61.39%,70.71,0.94%,0.00%,1.90,2836.41,0.64,142.49,0.94%,731713,10/31/2012 4:30:00 PM
461,"VAR","Varian Medical Systems Inc.","Healthcare","Medical Appliances & Equipment","USA",6536.91,16.18,14.36,1.49,2.36,4.47,9.61,16.83,,0.00%,3.65,16.15%,10.19%,13.86%,10.84%,10.20%,16.49%,8.59%,110.72,110.36,0.15%,6.41%,97.75%,0.19%,7.65%,8.56,15.95%,28.61%,26.34%,1.78,1.37,0.00,0.12,42.36%,21.16%,15.07%,0.46%,-3.91%,-1.37%,-11.78%,7.42%,-12.05%,0.86,0.91,1.34%,1.46%,-0.95%,-0.04%,-5.37%,-6.94%,7.06%,-17.22%,12.59%,47.48,1.24%,-0.36%,2.20,986.39,0.62,59.56,0.88%,243280,10/25/2012 4:30:00 PM
462,"VFC","V.F. Corporation","Consumer Goods","Textile - Apparel Clothing","USA",18493.97,20.32,15.34,1.55,1.79,4.07,55.96,28.78,1.71%,33.08%,8.28,54.09%,14.99%,11.04%,13.08%,8.76%,19.68%,16.39%,109.90,87.62,20.05%,-0.05%,87.07%,-0.43%,2.41%,3.54,11.46%,21.12%,13.84%,1.89,1.00,0.40,0.56,44.93%,12.16%,8.98%,5.14%,2.83%,19.23%,14.07%,31.31%,34.52%,0.92,2.95,1.72%,1.74%,4.93%,8.34%,16.63%,0.17%,15.67%,0.17%,36.34%,72.88,0.23%,-0.03%,1.90,597.22,0.53,168.61,0.20%,127536,10/22/2012 8:30:00 AM
463,"VIAB","Viacom, Inc.","Services","CATV Systems","USA",28353.91,13.34,11.58,0.91,1.95,3.81,36.63,15.74,2.00%,24.58%,4.13,10.80%,13.60%,14.27%,14.64%,,1.63%,-13.94%,514.59,471.97,0.27%,-31.87%,84.76%,0.05%,1.91%,2.00,10.48%,27.38%,12.64%,1.21,0.99,1.09,1.09,47.77%,25.79%,15.91%,-1.99%,5.01%,15.71%,16.54%,30.72%,21.34%,1.22,1.15,2.09%,2.15%,1.13%,6.10%,13.83%,-2.95%,13.39%,-2.95%,38.56%,58.80,0.07%,0.16%,2.30,4509.38,0.60,55.23,0.24%,1080348,11/15/2012 8:30:00 AM
464,"VLO","Valero Energy Corporation","Basic Materials","Oil & Gas Refining & Marketing","USA",16283.53,10.14,6.10,1.60,0.12,0.98,12.57,16.38,2.37%,16.84%,2.91,126.93%,5.91%,-15.12%,6.33%,7.53%,15.36%,10.77%,551.61,549.69,0.10%,1.85%,78.76%,-0.03%,1.92%,1.13,4.08%,10.10%,5.52%,1.30,0.80,0.39,0.42,7.81%,2.36%,1.19%,-5.99%,-7.87%,15.04%,25.24%,33.76%,42.95%,1.48,1.02,4.44%,2.86%,-3.69%,-2.41%,17.16%,-12.69%,7.26%,-12.69%,59.97%,44.36,1.18%,0.44%,2.20,9372.15,1.30,30.00,1.63%,4893350,10/30/2012 8:30:00 AM
465,"VMC","Vulcan Materials Company","Industrial Goods","General Building Materials","USA",6182.25,,217.18,,2.37,1.65,39.05,147.94,0.08%,,-0.60,27.37%,151.20%,-52.12%,8.75%,-5.16%,-138.75%,-1.12%,129.39,128.93,0.08%,40.81%,82.45%,-0.03%,4.01%,7.75,-0.94%,-2.04%,-1.00%,1.54,1.00,0.68,0.75,12.21%,2.86%,-2.98%,4.83%,3.38%,8.52%,15.61%,58.68%,21.52%,1.39,1.58,2.36%,2.78%,4.67%,13.68%,18.68%,-1.20%,32.59%,-1.20%,71.61%,62.89,2.51%,0.84%,2.50,666.82,0.73,49.39,3.37%,194844,7/26/2012 8:30:00 AM
466,"VNO","Vornado Realty Trust","Financial","REIT - Diversified","USA",14734.73,50.83,41.52,23.32,5.13,2.27,31.26,,3.48%,175.80%,1.56,-25.23%,-39.75%,-4.39%,2.18%,8.90%,-88.74%,0.65%,185.81,167.61,2.80%,16.58%,90.91%,0.30%,1.88%,3.40,2.09%,5.17%,2.38%,,,1.57,1.57,56.98%,28.89%,14.75%,-0.19%,-6.84%,-7.51%,-3.08%,7.48%,5.75%,1.61,1.08,1.12%,1.36%,-1.11%,-2.06%,-2.19%,-6.94%,1.91%,-8.86%,16.93%,43.78,0.96%,-0.25%,2.80,928.01,1.08,79.86,0.71%,400526,8/6/2012 4:30:00 PM
